allocating 100MB 50 times
a@main() :     140672481071120
a@main() :     140672381067280
a@main() :     140672281063440
a@main() :     140672181059600
a@main() :     140672081055760
a@main() :     140671981051920
a@main() :     140671881048080
a@main() :     140671781044240
a@main() :     140671681040400
a@main() :     140671581036560
a@main() :     140671481032720
a@main() :     140671381028880
a@main() :     140671281025040
a@main() :     140671181021200
a@main() :     140671081017360
a@main() :     140670981013520
a@main() :     140670881009680
a@main() :     140670781005840
a@main() :     140670681002000
a@main() :     140670580998160
a@main() :     140670480994320
a@main() :     140670380990480
a@main() :     140670280986640
a@main() :     140670180982800
a@main() :     140670080978960
a@main() :     140669980975120
a@main() :     140669880971280
a@main() :     140669780967440
a@main() :     140669680963600
a@main() :     140669580959760
a@main() :     140669480955920
a@main() :     140669380952080
a@main() :     140669280948240
a@main() :     140669180944400
a@main() :     140669080940560
a@main() :     140668980936720
a@main() :     140668880932880
a@main() :     140668780929040
a@main() :     140668680925200
a@main() :     140668580921360
a@main() :     140668480917520
a@main() :     140668380913680
a@main() :     140668280909840
a@main() :     140668180906000
a@main() :     140668080902160
a@main() :     140667980898320
a@main() :     140667880894480
a@main() :     140667780890640
a@main() :     140667680886800
a@main() :     140667580882960
