allocate 100MB blocks 10 x 10 times, retaining 10 blocks
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
a@main() :     139670159122448
a@main() :     139670059118608
a@main() :     139669959114768
a@main() :     139669859110928
a@main() :     139669759107088
a@main() :     139669659103248
a@main() :     139669559099408
a@main() :     139669459095568
a@main() :     139669359091728
a@main() :     139669259087888
