0 0.000000 4146 1 40 0
1 0.116585 36915 1 264232 0
2 0.116588 36915 1 264232 0
3 0.116589 36915 1 264232 0
4 0.116589 36915 1 264232 0
5 0.116590 36915 1 264232 0
6 0.116590 36915 1 264232 0
7 0.116591 36915 1 264232 0
8 0.116591 36915 1 264232 0
9 0.116592 36915 1 264232 0
10 0.116593 36915 1 264232 0
11 0.116593 36915 1 264232 0
12 0.116594 36915 1 264232 0
13 0.116594 36915 1 264232 0
14 0.116595 36915 1 264232 0
15 0.116595 36915 1 264232 0
16 0.116596 36915 1 264232 0
17 0.116596 36915 1 264232 0
18 0.116597 36915 1 264232 0
19 0.116597 36915 1 264232 0
20 0.116598 36915 1 264232 0
21 0.116598 36915 1 264232 0
22 0.116599 36915 1 264232 0
23 0.116599 36915 1 264232 0
24 0.116600 36915 1 264232 0
25 0.116601 36915 1 264232 0
26 0.116601 36915 1 264232 0
27 0.116602 36915 1 264232 0
28 0.116602 36915 1 264232 0
29 0.116603 36915 1 264232 0
30 0.116604 36915 1 264232 0
31 0.116604 36915 1 264232 0
32 0.116605 36915 1 264232 0
33 0.116605 36915 1 264232 0
34 0.116606 36915 1 264232 0
35 0.116606 36915 1 264232 0
36 0.116607 36915 1 264232 0
37 0.116607 36915 1 264232 0
38 0.116608 36915 1 264232 0
39 0.116608 36915 1 264232 0
40 0.116609 36915 1 264232 0
41 0.116609 36915 1 264232 0
42 0.116610 36915 1 264232 0
43 0.116610 36915 1 264232 0
44 0.116611 36915 1 264232 0
45 0.116611 36915 1 264232 0
46 0.116612 36915 1 264232 0
47 0.116612 36915 1 264232 0
48 0.116613 36915 1 264232 0
49 0.116613 36915 1 264232 0
50 0.116614 36915 1 264232 0
51 0.116614 36915 1 264232 0
52 0.116615 36915 1 264232 0
53 0.116615 36915 1 264232 0
54 0.116616 36915 1 264232 0
55 0.116616 36915 1 264232 0
56 0.116617 36915 1 264232 0
57 0.116617 36915 1 264232 0
58 0.116618 36915 1 264232 0
59 0.116619 36915 1 264232 0
60 0.116619 36915 1 264232 0
61 0.116619 36915 1 264232 0
62 0.116620 36915 1 264232 0
63 0.116620 36915 1 264232 0
64 0.116621 36915 1 264232 0
65 0.116622 36915 1 264232 0
66 0.116622 36915 1 264232 0
67 0.116623 36915 1 264232 0
68 0.116623 36915 1 264232 0
69 0.116623 36915 1 264232 0
70 0.116624 36915 1 264232 0
71 0.116624 36915 1 264232 0
72 0.116625 36915 1 264232 0
73 0.116626 36915 1 264232 0
74 0.116626 36915 1 264232 0
75 0.116626 36915 1 264232 0
76 0.116627 36915 1 264232 0
77 0.116627 36915 1 264232 0
78 0.116628 36915 1 264232 0
79 0.116628 36915 1 264232 0
80 0.116629 36915 1 264232 0
81 0.116629 36915 1 264232 0
82 0.116630 36915 1 264232 0
83 0.116630 36915 1 264232 0
84 0.116631 36915 1 264232 0
85 0.116631 36915 1 264232 0
86 0.116632 36915 1 264232 0
87 0.116632 36915 1 264232 0
88 0.116633 36915 1 264232 0
89 0.116633 36915 1 264232 0
90 0.116634 36915 1 264232 0
91 0.116634 36915 1 264232 0
92 0.116635 36915 1 264232 0
93 0.116635 36915 1 264232 0
94 0.116636 36915 1 264232 0
95 0.116636 36915 1 264232 0
96 0.116637 36915 1 264232 0
97 0.116637 36915 1 264232 0
98 0.116638 36915 1 264232 0
99 0.116638 36915 1 264232 0
100 0.116639 36915 1 264232 0
101 0.116639 36915 1 264232 0
102 0.116640 36915 1 264232 0
103 0.116640 36915 1 264232 0
104 0.116641 36915 1 264232 0
105 0.116641 36915 1 264232 0
106 0.116642 36915 1 264232 0
107 0.116642 36915 1 264232 0
108 0.116643 36915 1 264232 0
109 0.116643 36915 1 264232 0
110 0.116644 36915 1 264232 0
111 0.116644 36915 1 264232 0
112 0.116645 36915 1 264232 0
113 0.116646 36915 1 264232 0
114 0.116646 36915 1 264232 0
115 0.116647 36915 1 264232 0
116 0.116647 36915 1 264232 0
117 0.116648 36915 1 264232 0
118 0.116648 36915 1 264232 0
119 0.116649 36915 1 264232 0
120 0.116649 36915 1 264232 0
121 0.116650 36915 1 264232 0
122 0.116651 36915 1 264232 0
123 0.116651 36915 1 264232 0
124 0.116652 36915 1 264232 0
125 0.116652 36915 1 264232 0
126 0.116653 36915 1 264232 0
127 0.116653 36915 1 264232 0
128 0.116653 36915 1 264232 0
129 0.116654 36915 1 264232 0
130 0.116655 36915 1 264232 0
131 0.116655 36915 1 264232 0
132 0.116656 36915 1 264232 0
133 0.116656 36915 1 264232 0
134 0.116657 36915 1 264232 0
135 0.116657 36915 1 264232 0
136 0.116658 36915 1 264232 0
137 0.116659 36915 1 264232 0
138 0.116659 36915 1 264232 0
139 0.116660 36915 1 264232 0
140 0.116660 36915 1 264232 0
141 0.116661 36915 1 264232 0
142 0.116662 36915 1 264232 0
143 0.116662 36915 1 264232 0
144 0.116662 36915 1 264232 0
145 0.116663 36915 1 264232 0
146 0.116664 36915 1 264232 0
147 0.116664 36915 1 264232 0
148 0.116665 36915 1 264232 0
149 0.116665 36915 1 264232 0
150 0.116666 36915 1 264232 0
151 0.116666 36915 1 264232 0
152 0.116667 36915 1 264232 0
153 0.116667 36915 1 264232 0
154 0.116668 36915 1 264232 0
155 0.116668 36915 1 264232 0
156 0.116669 36915 1 264232 0
157 0.116669 36915 1 264232 0
158 0.116670 36915 1 264232 0
159 0.116670 36915 1 264232 0
160 0.116671 36915 1 264232 0
161 0.116671 36915 1 264232 0
162 0.116672 36915 1 264232 0
163 0.116672 36915 1 264232 0
164 0.116673 36915 1 264232 0
165 0.116673 36915 1 264232 0
166 0.116674 36915 1 264232 0
167 0.116674 36915 1 264232 0
168 0.116675 36915 1 264232 0
169 0.116676 36915 1 264232 0
170 0.116676 36915 1 264232 0
171 0.116677 36915 1 264232 0
172 0.116677 36915 1 264232 0
173 0.116678 36915 1 264232 0
174 0.116678 36915 1 264232 0
175 0.116679 36915 1 264232 0
176 0.116680 36915 1 264232 0
177 0.116680 36915 1 264232 0
178 0.116681 36915 1 264232 0
179 0.116681 36915 1 264232 0
180 0.116682 36915 1 264232 0
181 0.116682 36915 1 264232 0
182 0.116682 36915 1 264232 0
183 0.116683 36915 1 264232 0
184 0.116683 36915 1 264232 0
185 0.116684 36915 1 264232 0
186 0.116684 36915 1 264232 0
187 0.116685 36915 1 264232 0
188 0.116685 36915 1 264232 0
189 0.116686 36915 1 264232 0
190 0.116686 36915 1 264232 0
191 0.116687 36915 1 264232 0
192 0.116688 36915 1 264232 0
193 0.116688 36915 1 264232 0
194 0.116689 36915 1 264232 0
195 0.116689 36915 1 264232 0
196 0.116690 36915 1 264232 0
197 0.116690 36915 1 264232 0
198 0.116690 36915 1 264232 0
199 0.116691 36915 1 264232 0
200 0.116692 36915 1 264232 0
201 0.116692 36915 1 264232 0
202 0.116693 36915 1 264232 0
203 0.116693 36915 1 264232 0
204 0.116694 36915 1 264232 0
205 0.116694 36915 1 264232 0
206 0.116695 36915 1 264232 0
207 0.116695 36915 1 264232 0
208 0.116695 36915 1 264232 0
209 0.116696 36915 1 264232 0
210 0.116697 36915 1 264232 0
211 0.116697 36915 1 264232 0
212 0.116697 36915 1 264232 0
213 0.116698 36915 1 264232 0
214 0.116698 36915 1 264232 0
215 0.116699 36915 1 264232 0
216 0.116699 36915 1 264232 0
217 0.116700 36915 1 264232 0
218 0.116700 36915 1 264232 0
219 0.116701 36915 1 264232 0
220 0.116702 36915 1 264232 0
221 0.116702 36915 1 264232 0
222 0.116702 36915 1 264232 0
223 0.116703 36915 1 264232 0
224 0.116704 36915 1 264232 0
225 0.116704 36915 1 264232 0
226 0.116705 36915 1 264232 0
227 0.116705 36915 1 264232 0
228 0.116706 36915 1 264232 0
229 0.116706 36915 1 264232 0
230 0.116707 36915 1 264232 0
231 0.116707 36915 1 264232 0
232 0.116708 36915 1 264232 0
233 0.116708 36915 1 264232 0
234 0.116709 36915 1 264232 0
235 0.116709 36915 1 264232 0
236 0.116710 36915 1 264232 0
237 0.116710 36915 1 264232 0
238 0.116711 36915 1 264232 0
239 0.116711 36915 1 264232 0
240 0.116712 36915 1 264232 0
241 0.116712 36915 1 264232 0
242 0.116713 36915 1 264232 0
243 0.116713 36915 1 264232 0
244 0.116714 36915 1 264232 0
245 0.116714 36915 1 264232 0
246 0.116715 36915 1 264232 0
247 0.116715 36915 1 264232 0
248 0.116716 36915 1 264232 0
249 0.116716 36915 1 264232 0
250 0.116717 36915 1 264232 0
251 0.116717 36915 1 264232 0
252 0.116718 36915 1 264232 0
253 0.116718 36915 1 264232 0
254 0.116719 36915 1 264232 0
255 0.116719 36915 1 264232 0
256 0.116720 36915 1 264232 0
257 0.116720 36915 1 264232 0
258 0.116721 36915 1 264232 0
259 0.116721 36915 1 264232 0
260 0.116722 36915 1 264232 0
261 0.116722 36915 1 264232 0
262 0.116723 36915 1 264232 0
263 0.116723 36915 1 264232 0
264 0.116724 36915 1 264232 0
265 0.116724 36915 1 264232 0
266 0.116725 36915 1 264232 0
267 0.116725 36915 1 264232 0
268 0.116726 36915 1 264232 0
269 0.116727 36915 1 264232 0
270 0.116727 36915 1 264232 0
271 0.116728 36915 1 264232 0
272 0.116728 36915 1 264232 0
273 0.116729 36915 1 264232 0
274 0.116729 36915 1 264232 0
275 0.116730 36915 1 264232 0
276 0.116730 36915 1 264232 0
277 0.116731 36915 1 264232 0
278 0.116731 36915 1 264232 0
279 0.116732 36915 1 264232 0
280 0.116732 36915 1 264232 0
281 0.116733 36915 1 264232 0
282 0.116733 36915 1 264232 0
283 0.116734 36915 1 264232 0
284 0.116734 36915 1 264232 0
285 0.116735 36915 1 264232 0
286 0.116735 36915 1 264232 0
287 0.116736 36915 1 264232 0
288 0.116736 36915 1 264232 0
289 0.116737 36915 1 264232 0
290 0.116737 36915 1 264232 0
291 0.116738 36915 1 264232 0
292 0.116739 36915 1 264232 0
293 0.116739 36915 1 264232 0
294 0.116740 36915 1 264232 0
295 0.116740 36915 1 264232 0
296 0.116741 36915 1 264232 0
297 0.116741 36915 1 264232 0
298 0.116742 36915 1 264232 0
299 0.116742 36915 1 264232 0
300 0.116743 36915 1 264232 0
301 0.116743 36915 1 264232 0
302 0.116744 36915 1 264232 0
303 0.116744 36915 1 264232 0
304 0.116745 36915 1 264232 0
305 0.116745 36915 1 264232 0
306 0.116746 36915 1 264232 0
307 0.116746 36915 1 264232 0
308 0.116747 36915 1 264232 0
309 0.116747 36915 1 264232 0
310 0.116748 36915 1 264232 0
311 0.116748 36915 1 264232 0
312 0.116749 36915 1 264232 0
313 0.116749 36915 1 264232 0
314 0.116750 36915 1 264232 0
315 0.116750 36915 1 264232 0
316 0.116751 36915 1 264232 0
317 0.116751 36915 1 264232 0
318 0.116752 36915 1 264232 0
319 0.116752 36915 1 264232 0
320 0.116753 36915 1 264232 0
321 0.116753 36915 1 264232 0
322 0.116754 36915 1 264232 0
323 0.116755 36915 1 264232 0
324 0.116755 36915 1 264232 0
325 0.116756 36915 1 264232 0
326 0.116756 36915 1 264232 0
327 0.116756 36915 1 264232 0
328 0.116757 36915 1 264232 0
329 0.116757 36915 1 264232 0
330 0.116758 36915 1 264232 0
331 0.116759 36915 1 264232 0
332 0.116759 36915 1 264232 0
333 0.116759 36915 1 264232 0
334 0.116760 36915 1 264232 0
335 0.116760 36915 1 264232 0
336 0.116761 36915 1 264232 0
337 0.116762 36915 1 264232 0
338 0.116762 36915 1 264232 0
339 0.116763 36915 1 264232 0
340 0.116763 36915 1 264232 0
341 0.116764 36915 1 264232 0
342 0.116764 36915 1 264232 0
343 0.116765 36915 1 264232 0
344 0.116765 36915 1 264232 0
345 0.116766 36915 1 264232 0
346 0.116766 36915 1 264232 0
347 0.116767 36915 1 264232 0
348 0.116767 36915 1 264232 0
349 0.116768 36915 1 264232 0
350 0.116768 36915 1 264232 0
351 0.116769 36915 1 264232 0
352 0.116770 36915 1 264232 0
353 0.116770 36915 1 264232 0
354 0.116771 36915 1 264232 0
355 0.116771 36915 1 264232 0
356 0.116772 36915 1 264232 0
357 0.116772 36915 1 264232 0
358 0.116773 36915 1 264232 0
359 0.116773 36915 1 264232 0
360 0.116774 36915 1 264232 0
361 0.116774 36915 1 264232 0
362 0.116775 36915 1 264232 0
363 0.116775 36915 1 264232 0
364 0.116776 36915 1 264232 0
365 0.116776 36915 1 264232 0
366 0.116777 36915 1 264232 0
367 0.116777 36915 1 264232 0
368 0.116778 36915 1 264232 0
369 0.116778 36915 1 264232 0
370 0.116779 36915 1 264232 0
371 0.116780 36915 1 264232 0
372 0.116780 36915 1 264232 0
373 0.116781 36915 1 264232 0
374 0.116781 36915 1 264232 0
375 0.116782 36915 1 264232 0
376 0.116782 36915 1 264232 0
377 0.116783 36915 1 264232 0
378 0.116783 36915 1 264232 0
379 0.116784 36915 1 264232 0
380 0.116784 36915 1 264232 0
381 0.116784 36915 1 264232 0
382 0.116785 36915 1 264232 0
383 0.116785 36915 1 264232 0
384 0.116786 36915 1 264232 0
385 0.116787 36915 1 264232 0
386 0.116787 36915 1 264232 0
387 0.116787 36915 1 264232 0
388 0.116788 36915 1 264232 0
389 0.116788 36915 1 264232 0
390 0.116789 36915 1 264232 0
391 0.116789 36915 1 264232 0
392 0.116790 36915 1 264232 0
393 0.116790 36915 1 264232 0
394 0.116791 36915 1 264232 0
395 0.116791 36915 1 264232 0
396 0.116792 36915 1 264232 0
397 0.116792 36915 1 264232 0
398 0.116793 36915 1 264232 0
399 0.116793 36915 1 264232 0
400 0.116794 36915 1 264232 0
401 0.116795 36915 1 264232 0
402 0.116795 36915 1 264232 0
403 0.116796 36915 1 264232 0
404 0.116796 36915 1 264232 0
405 0.116797 36915 1 264232 0
406 0.116797 36915 1 264232 0
407 0.116798 36915 1 264232 0
408 0.116798 36915 1 264232 0
409 0.116799 36915 1 264232 0
410 0.116799 36915 1 264232 0
411 0.116800 36915 1 264232 0
412 0.116800 36915 1 264232 0
413 0.116801 36915 1 264232 0
414 0.116801 36915 1 264232 0
415 0.116802 36915 1 264232 0
416 0.116803 36915 1 264232 0
417 0.116803 36915 1 264232 0
418 0.116804 36915 1 264232 0
