0	1702007228.731423	309	1
2048000	1702007228.736360	1322	1
4096000	1702007228.740409	2322	1
6144000	1702007228.742203	3322	1
8192000	1702007228.744017	4322	1
10240000	1702007228.745808	5322	1
12288000	1702007228.747611	6322	1
14336000	1702007228.749489	7322	1
16384000	1702007228.751294	8322	1
18432000	1702007228.753088	9322	1
20480000	1702007228.754888	10322	1
22528000	1702007228.756695	11322	1
24576000	1702007228.758496	12322	1
26624000	1702007228.760392	13322	1
28672000	1702007228.762199	14322	1
30720000	1702007228.764002	15322	1
32768000	1702007228.765818	16322	1
34816000	1702007228.767643	17322	1
36864000	1702007228.769450	18322	1
38912000	1702007228.771238	19322	1
40960000	1702007228.773061	20322	1
43008000	1702007228.774857	21322	1
45056000	1702007228.776668	22323	1
47104000	1702007228.778509	23323	1
49152000	1702007228.780331	24323	1
51200000	1702007228.782120	25323	1
53248000	1702007228.783944	26323	1
55296000	1702007228.785752	27323	1
57344000	1702007228.787554	28323	1
59392000	1702007228.789353	29323	1
61440000	1702007228.791165	30323	1
63488000	1702007228.792970	31323	1
65536000	1702007228.794780	32323	1
67584000	1702007228.796574	33323	1
69632000	1702007228.798403	34323	1
71680000	1702007228.800233	35323	1
73728000	1702007228.802044	36323	1
75776000	1702007228.803864	37323	1
77824000	1702007228.805663	38323	1
79872000	1702007228.807494	39323	1
81920000	1702007228.809313	40323	1
83968000	1702007228.811112	41323	1
86016000	1702007228.812963	42323	1
88064000	1702007228.814772	43323	1
90112000	1702007228.816581	44323	1
92160000	1702007228.818380	45323	1
94208000	1702007228.820168	46323	1
96256000	1702007228.821984	47324	1
98304000	1702007228.823774	48324	1
100352000	1702007228.825564	49324	1
102400000	1702007228.827356	50324	1
104448000	1702007228.829139	51324	1
106496000	1702007228.830931	52324	1
108544000	1702007228.832732	53324	1
110592000	1702007228.834535	54324	1
112640000	1702007228.836349	55324	1
114688000	1702007228.838128	56324	1
116736000	1702007228.839930	57324	1
118784000	1702007228.841737	58324	1
120832000	1702007228.843546	59324	1
122880000	1702007228.845352	60324	1
124928000	1702007228.847146	61324	1
126976000	1702007228.848943	62324	1
129024000	1702007228.850727	63324	1
131072000	1702007228.852539	64324	1
133120000	1702007228.854341	65324	1
135168000	1702007228.856150	66324	1
137216000	1702007228.857962	67324	1
139264000	1702007228.859779	68324	1
141312000	1702007228.861590	69324	1
143360000	1702007228.863407	70324	1
145408000	1702007228.865193	71324	1
147456000	1702007228.866971	72324	1
149504000	1702007228.868779	73325	1
151552000	1702007228.870611	74325	1
153600000	1702007228.872420	75325	1
155648000	1702007228.874199	76325	1
157696000	1702007228.876013	77325	1
159744000	1702007228.877815	78325	1
161792000	1702007228.879639	79325	1
163840000	1702007228.881471	80325	1
165888000	1702007228.883265	81325	1
167936000	1702007228.885092	82325	1
169984000	1702007228.886878	83325	1
172032000	1702007228.888691	84325	1
174080000	1702007228.890492	85325	1
176128000	1702007228.892323	86325	1
178176000	1702007228.894144	87325	1
180224000	1702007228.895941	88325	1
182272000	1702007228.897745	89325	1
184320000	1702007228.899575	90325	1
186368000	1702007228.901385	91325	1
188416000	1702007228.903207	92325	1
190464000	1702007228.905015	93325	1
192512000	1702007228.906848	94325	1
194560000	1702007228.908677	95325	1
196608000	1702007228.910496	96325	1
198656000	1702007228.912307	97325	1
200704000	1702007228.914116	98325	1
202752000	1702007228.915960	99326	1
204800000	1702007228.917797	100326	1
206848000	1702007228.919615	101326	1
208896000	1702007228.921435	102326	1
210944000	1702007228.923255	103326	1
212992000	1702007228.925083	104326	1
215040000	1702007228.926892	105326	1
217088000	1702007228.928721	106326	1
219136000	1702007228.930560	107326	1
221184000	1702007228.932391	108326	1
223232000	1702007228.934208	109326	1
225280000	1702007228.936060	110326	1
227328000	1702007228.937891	111326	1
229376000	1702007228.939716	112326	1
231424000	1702007228.941614	113326	1
233472000	1702007228.943455	114326	1
235520000	1702007228.971799	115326	1
237568000	1702007228.974273	116326	1
239616000	1702007228.976590	117326	1
241664000	1702007228.978894	118326	1
243712000	1702007228.981208	119326	1
245760000	1702007228.983535	120326	1
247808000	1702007228.985817	121326	1
249856000	1702007228.988114	122326	1
251904000	1702007228.990408	123326	1
253952000	1702007228.992701	124327	1
256000000	1702007228.994957	125327	1
258048000	1702007228.997243	126327	1
260096000	1702007229.001575	127327	1
262144000	1702007229.004219	128327	1
264192000	1702007229.007663	129327	1
266240000	1702007229.010390	130327	1
268288000	1702007229.013134	131327	1
270336000	1702007229.040738	132327	1
272384000	1702007229.043795	133327	1
274432000	1702007229.045013	133447	1
276480000	1702007229.045931	133447	1
278528000	1702007229.046883	133447	1
280576000	1702007229.047818	133447	1
282624000	1702007229.048741	133447	1
284672000	1702007229.049692	133447	1
286720000	1702007229.050621	133447	1
288768000	1702007229.051582	133447	1
290816000	1702007229.052502	133447	1
292864000	1702007229.053444	133447	1
294912000	1702007229.054359	133447	1
296960000	1702007229.055308	133447	1
299008000	1702007229.056211	133447	1
301056000	1702007229.057188	133447	1
303104000	1702007229.058162	133447	1
305152000	1702007229.059122	133447	1
307200000	1702007229.060038	133448	1
309248000	1702007229.060957	133448	1
311296000	1702007229.061915	133448	1
313344000	1702007229.062824	133448	1
315392000	1702007229.063801	133448	1
317440000	1702007229.064715	133448	1
319488000	1702007229.065615	133448	1
321536000	1702007229.066539	133448	1
323584000	1702007229.067510	133448	1
325632000	1702007229.068415	133448	1
327680000	1702007229.069361	133448	1
329728000	1702007229.070260	133448	1
331776000	1702007229.071202	133448	1
333824000	1702007229.072114	133448	1
335872000	1702007229.073027	133448	1
337920000	1702007229.073968	133448	1
339968000	1702007229.074866	133448	1
342016000	1702007229.075844	133448	1
344064000	1702007229.076746	133448	1
346112000	1702007229.077646	133448	1
348160000	1702007229.078552	133448	1
350208000	1702007229.079502	133448	1
352256000	1702007229.080417	133448	1
354304000	1702007229.081371	133448	1
356352000	1702007229.082278	133448	1
358400000	1702007229.083253	133449	1
360448000	1702007229.084161	133449	1
362496000	1702007229.085068	133449	1
364544000	1702007229.086014	133449	1
366592000	1702007229.086936	133449	1
368640000	1702007229.087902	133449	1
370688000	1702007229.088823	133449	1
372736000	1702007229.089718	133449	1
374784000	1702007229.093605	133449	1
376832000	1702007229.094816	133449	1
378880000	1702007229.095893	133449	1
380928000	1702007229.096898	133449	1
382976000	1702007229.097876	133449	1
385024000	1702007229.098878	133449	1
387072000	1702007229.099878	133449	1
389120000	1702007229.100837	133449	1
391168000	1702007229.101782	133449	1
393216000	1702007229.102733	133449	1
395264000	1702007229.103765	133449	1
397312000	1702007229.104748	133449	1
399360000	1702007229.105764	133449	1
401408000	1702007229.106727	133449	1
403456000	1702007229.107720	133449	1
405504000	1702007229.108681	133449	1
407552000	1702007229.109738	133449	1
409600000	1702007229.110708	133449	1
411648000	1702007229.111722	133450	1
413696000	1702007229.112685	133450	1
415744000	1702007229.113645	133450	1
417792000	1702007229.114669	133450	1
419840000	1702007229.115653	133450	1
421888000	1702007229.116671	133450	1
423936000	1702007229.117666	133450	1
425984000	1702007229.118630	133450	1
428032000	1702007229.119592	133450	1
430080000	1702007229.121267	133450	1
432128000	1702007229.123827	133450	1
434176000	1702007229.127406	133450	1
436224000	1702007229.130196	133450	1
438272000	1702007229.131504	133450	1
440320000	1702007229.132442	133450	1
442368000	1702007229.133483	133450	1
444416000	1702007229.134409	133450	1
446464000	1702007229.135356	133450	1
448512000	1702007229.136311	133450	1
450560000	1702007229.137286	133450	1
452608000	1702007229.138206	133450	1
454656000	1702007229.139159	133450	1
456704000	1702007229.140160	133450	1
458752000	1702007229.141078	133450	1
460800000	1702007229.142053	133450	1
462848000	1702007229.142987	133450	1
